Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Welterweight,Leon Edwards,Pawel Pawlak,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Lightweight,Stevie Ray,Leonardo Mafra,Draw,"KO/TKO

      

        Punches",1,2:30,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Flyweight,Paddy Holohan,Vaughan Lee,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Light Heavyweight,Ilir Latifi,Hans Stringer,Draw,"KO/TKO

      

        Punch",1,0:56,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Lightweight,Mickael Lebout,Teemu Packalen,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Featherweight,Robert Whiteford,Paul Redmond,Draw,"KO/TKO

      

        Punch",1,3:04,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Bantamweight,Jimmie Rivera,Marcus Brimage,Draw,"KO/TKO

      

        Punches",1,1:29,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Bisping vs Leites,"July 25, 2015",Heavyweight,Daniel Omielanczuk,Chris de la Rocha,Draw,"KO/TKO

      

        Punch",1,0:48,http://ufcstats.com/event-details/ef7fa30364cbe7f2
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Heavyweight,Frank Mir,Todd Duffee,Draw,"KO/TKO

      

        Punch",1,1:13,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Lightweight,Tony Ferguson,Josh Thomson,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Women's Bantamweight,Holly Holm,Marion Reneau,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Bantamweight,Manvel Gamburyan,Scott Jorgensen,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Lightweight,Kevin Lee,James Moontasri,Draw,"SUB

      

        Rear Naked Choke",1,2:56,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Welterweight,Alan Jouban,Matt Dwyer,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Featherweight,Sam Sicilia,Yaotzin Meza,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Women's Bantamweight,Jessica Andrade,Sarah Moras,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Bantamweight,Rani Yahya,Masanori Kanehara,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Welterweight,Sean Strickland,Igor Araujo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Middleweight,Kevin Casey,Ildemar Alcantara,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/36877f0e62b25b96
UFC Fight Night: Mir vs Duffee,"July 18, 2015",Welterweight,Lyman Good,Andrew Craig,Draw,"KO/TKO

      

        Punch",2,3:37,http://ufcstats.com/event-details/36877f0e62b25b96
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Welterweight,Stephen Thompson,Jake Ellenberger,Draw,"KO/TKO

      

        Kick",1,4:29,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Welterweight,Kamaru Usman,Hayder Hassan,Draw,"SUB

      

        Arm Triangle",2,1:19,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Welterweight,Michael Graves,Vicente Luque,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Welterweight,Jorge Masvidal,Cezar Ferreira,Draw,"KO/TKO

      

        Elbow",1,4:22,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Women's Strawweight,Michelle Waterson-Gomez,Angela Magana,Draw,"SUB

      

        Rear Naked Choke",3,2:38,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Featherweight,Maximo Blanco,Mike de la Torre,Draw,"KO/TKO

      

        Punch",1,0:16,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Middleweight,Josh Samman,Caio Magalhaes,Draw,"SUB

      

        Rear Naked Choke",1,2:52,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Bantamweight,Jerrod Sanders,Russell Doane,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Middleweight,Trevor Smith,Dan Miller,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Welterweight,George Sullivan,Dominic Waters,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a890f9a791ed615d
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 15, 2015",Flyweight,Willie Gates,Darrell Montague,Draw,"KO/TKO

      

        Punches",1,1:36,http://ufcstats.com/event-details/a890f9a791ed615d
UFC 189: Mendes vs McGregor,"July 12, 2015",Featherweight,Conor McGregor,Chad Mendes,Draw,"KO/TKO

      

        Punch",2,4:57,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Welterweight,Robbie Lawler,Rory MacDonald,Draw,"KO/TKO

      

        Punch",5,1:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Featherweight,Jeremy Stephens,Dennis Bermudez,Draw,"KO/TKO

      

        Flying Knee",3,0:32,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Welterweight,Gunnar Nelson,Brandon Thatch,Draw,"SUB

      

        Rear Naked Choke",1,2:54,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Bantamweight,Thomas Almeida,Brad Pickett,Draw,"KO/TKO

      

        Flying Knee",2,0:29,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Welterweight,Matt Brown,Tim Means,Draw,"SUB

      

        Guillotine Choke",1,4:44,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Welterweight,Alex Garcia,Mike Swick,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Welterweight,John Howard,Cathal Pendred,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Bantamweight,Cody Garbrandt,Henry Briones,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Flyweight,Louis Smolka,Neil Seery,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC 189: Mendes vs McGregor,"July 12, 2015",Lightweight,Cody Pfister,Yosdenis Cedeno,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3be081c29bf734d9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Middleweight,Yoel Romero,Lyoto Machida,Draw,"KO/TKO

      

        Elbows",3,1:38,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Welterweight,Lorenz Larkin,Santiago Ponzinibbio,Draw,"KO/TKO

      

        Punches",2,3:07,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Middleweight,Antonio Carlos Junior,Eddie Gordon,Draw,"SUB

      

        Rear Naked Choke",3,4:37,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Middleweight,Thiago Santos,Steve Bosse,Draw,"KO/TKO

      

        Kick",1,0:29,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Featherweight,Hacran Dias,Levan Makashvili,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Welterweight,Alex Oliveira,Joe Merritt,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Welterweight,Leandro Silva,Lewis Gonzalez,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Welterweight,Tony Sims,Steve Montgomery,Draw,"KO/TKO

      

        Punch",1,2:43,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Machida vs Romero,"July 11, 2015",Bantamweight,Sirwan Kakai,Danny Martinez,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/86e388ed20761ad9
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Women's Strawweight,Joanna Jedrzejczyk,Jessica Penne,Draw,"KO/TKO

      

        Punches",3,4:22,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Featherweight,Tatsuya Kawajiri,Dennis Siver,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Welterweight,Peter Sobotta,Steve Kennedy,Draw,"SUB

      

        Rear Naked Choke",1,2:57,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Lightweight,Nick Hein,Lukasz Sajewski,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Featherweight,Makwan Amirkhani,Masio Fullen,Draw,"SUB

      

        Rear Naked Choke",1,1:41,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Lightweight,Mairbek Taisumov,Alan Patrick,Draw,"KO/TKO

      

        Kick",2,1:30,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Featherweight,Arnold Allen,Alan Omer,Draw,"SUB

      

        Guillotine Choke",3,1:41,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Featherweight,Noad Lahat,Niklas Backstrom,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Middleweight,Scott Askham,Antonio Dos Santos,Draw,"KO/TKO

      

        Punch",1,2:52,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Lightweight,Magomed Mustafaev,Piotr Hallmann,Draw,KO/TKO,2,3:24,http://ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,"June 27, 2015",Bantamweight,Taylor Lapilus,Yuta Sasaki,Draw,"KO/TKO

      

        Punches",2,1:26,http://ufcstats.com/event-details/194fc025f9355db6
UFC 188: Velasquez vs Werdum,"June 20, 2015",Heavyweight,Fabricio Werdum,Cain Velasquez,Draw,"SUB

      

        Guillotine Choke",3,2:13,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Lightweight,Eddie Alvarez,Gilbert Melendez,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Middleweight,Kelvin Gastelum,Nate Marquardt,Draw,KO/TKO,2,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Featherweight,Yair Rodriguez,Charles Rosa,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Women's Strawweight,Tecia Pennington,Angela Hill,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Flyweight,Henry Cejudo,Chico Camus,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Lightweight,Efrain Escudero,Drew Dober,Draw,"SUB

      

        Guillotine Choke",1,0:54,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Bantamweight,Patrick Williams,Alejandro Perez,Draw,"SUB

      

        Guillotine Choke",1,0:23,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Lightweight,Johnny Case,Francisco Trevino,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Welterweight,Cathal Pendred,Augusto Montano,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,"June 20, 2015",Featherweight,Gabriel Benitez,Clay Collard,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/a58114c6dd0add64
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Middleweight,Dan Henderson,Tim Boetsch,Draw,"KO/TKO

      

        Punch",1,0:28,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Heavyweight,Ben Rothwell,Matt Mitrione,Draw,"SUB

      

        Guillotine Choke",1,1:54,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Lightweight,Dustin Poirier,Yancy Medeiros,Draw,"KO/TKO

      

        Punches",1,2:38,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Featherweight,Brian Ortega,Thiago Tavares,Draw,"KO/TKO

      

        Punch",3,4:10,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Bantamweight,Anthony Birchak,Joe Soto,Draw,"KO/TKO

      

        Punch",1,1:37,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Bantamweight,Francisco Rivera,Alex Caceres,Draw,"KO/TKO

      

        Punch",1,0:21,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Heavyweight,Shawn Jordan,Derrick Lewis,Draw,"KO/TKO

      

        Kick",2,0:48,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Welterweight,Omari Akhmedov,Brian Ebersole,Draw,KO/TKO,1,5:00,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Lightweight,Chris Wade,Christos Giagos,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Lightweight,Joe Proctor,Justin Edwards,Draw,"SUB

      

        Guillotine Choke",3,4:58,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Middleweight,Jake Collier,Ricardo Abreu,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,"June 13, 2015",Bantamweight,Jose Quinonez,Leonardo Morales,Draw,"SUB

      

        Rear Naked Choke",1,2:34,http://ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Condit vs Alves,"June 06, 2015",Welterweight,Carlos Condit,Thiago Alves,Draw,KO/TKO,2,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Featherweight,Charles Oliveira,Nik Lentz,Draw,"SUB

      

        Guillotine Choke",3,1:10,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Welterweight,Alex Oliveira,KJ Noons,Draw,"SUB

      

        Rear Naked Choke",1,2:51,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Light Heavyweight,Francimar Barroso,Ryan Jimmo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Lightweight,Francisco Trinaldo,Norman Parke,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Welterweight,Darren Till,Wendell Oliveira Marques,Draw,"KO/TKO

      

        Elbows",2,1:37,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Featherweight,Rony Jason,Damon Jackson,Draw,"Overturned

      

        Triangle Choke",1,3:31,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Flyweight,Jussier Formiga,Wilson Reis,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Welterweight,Nicolas Dalby,Elizeu Zaleski dos Santos,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Featherweight,Mirsad Bektic,Lucas Martins,Draw,"KO/TKO

      

        Punches",2,0:30,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Women's Strawweight,Juliana Lima,Ericka Almeida,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aae0897825336b1a
UFC Fight Night: Condit vs Alves,"June 06, 2015",Welterweight,Tom Breese,Luiz Dutra,Draw,"KO/TKO

      

        Punches",1,4:58,http://ufcstats.com/event-details/aae0897825336b1a
UFC 187: Johnson vs Cormier,"May 30, 2015",Light Heavyweight,Daniel Cormier,Anthony Johnson,Draw,"SUB

      

        Rear Naked Choke",3,2:39,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Middleweight,Chris Weidman,Vitor Belfort,Draw,"KO/TKO

      

        Punches",1,2:53,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Lightweight,Donald Cerrone,John Makdessi,Draw,"KO/TKO

      

        Kick",2,4:44,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Heavyweight,Andrei Arlovski,Travis Browne,Draw,"KO/TKO

      

        Punches",1,4:41,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Flyweight,Joseph Benavidez,John Moraga,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Flyweight,John Dodson,Zach Makovsky,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Welterweight,Dong Hyun Kim,Joshua Burkman,Draw,"SUB

      

        Arm Triangle",3,2:13,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Middleweight,Rafael Natal,Uriah Hall,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Welterweight,Colby Covington,Mike Pyle,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Lightweight,Islam Makhachev,Leo Kuntz,Draw,"SUB

      

        Rear Naked Choke",2,2:38,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC 187: Johnson vs Cormier,"May 30, 2015",Flyweight,Justin Scoggins,Josh Sampo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/4f7e290e71d60f87
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Featherweight,Frankie Edgar,Urijah Faber,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Middleweight,Gegard Mousasi,Constantinos Philippou,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Middleweight,Mark Munoz,Luke Barnatt,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Welterweight,Neil Magny,Hyun Gyu Lim,Draw,"KO/TKO

      

        Punches",2,1:24,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Featherweight,Phillipe Nover,Yui Chul Nam,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Featherweight,Levan Makashvili,Mark Eddiva,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/b1605ea39fba6af6
UFC Fight Night: Edgar vs Faber,"May 23, 2015",Lightweight,Jon Tuck,Tae Hyun Bang,Draw,"SUB

      

        Rear Naked Choke",1,3:56,http://ufcstats.com/event-details/b1605ea39fba6af6
