Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Featherweight,Alex Caceres,Cole Miller,Alex Caceres,U-DEC,3,5:00,http://ufcstats.com/fight-details/5b55a8e33199d71e,http://ufcstats.com/event-details/ff4c3ab594c7fac3,DEC
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Welterweight,Sean Strickland,Tom Breese,Sean Strickland,S-DEC,3,5:00,http://ufcstats.com/fight-details/3e020d62796a7ce3,http://ufcstats.com/event-details/ff4c3ab594c7fac3,DEC
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Light Heavyweight,Henrique da Silva,Jonathan Wilson,Henrique da Silva,KO/TKOPunches,2,4:11,http://ufcstats.com/fight-details/5e794b8ef52c88cb,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Lightweight,Marco Polo Reyes,Dong Hyun Ma,Marco Polo Reyes,KO/TKOPunch,3,1:52,http://ufcstats.com/fight-details/1cbb930fb77a3781,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Bantamweight,Cody Garbrandt,Thomas Almeida,Cody Garbrandt,KO/TKOPunches,1,2:53,http://ufcstats.com/fight-details/8d9b460143ae19bc,http://ufcstats.com/event-details/990060b2a68a7b82,KO
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Featherweight,Jeremy Stephens,Renan Barao,Jeremy Stephens,U-DEC,3,5:00,http://ufcstats.com/fight-details/b2c3f1783a0c8530,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Welterweight,Rick Story,Tarec Saffiedine,Rick Story,U-DEC,3,5:00,http://ufcstats.com/fight-details/a78ccbb549d36ddd,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Middleweight,Chris Camozzi,Vitor Miranda,Chris Camozzi,U-DEC,3,5:00,http://ufcstats.com/fight-details/313801a4262f1ea5,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Welterweight,Lorenz Larkin,Jorge Masvidal,Lorenz Larkin,S-DEC,3,5:00,http://ufcstats.com/fight-details/8d975de5d033ccde,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Lightweight,Paul Felder,Joshua Burkman,Paul Felder,U-DEC,3,5:00,http://ufcstats.com/fight-details/6387fdb44c61ccdb,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Women's Bantamweight,Sara McMann,Jessica Eye,Sara McMann,U-DEC,3,5:00,http://ufcstats.com/fight-details/934718256f4d082c,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Lightweight,Abel Trujillo,Jordan Rinaldi,Abel Trujillo,U-DEC,3,5:00,http://ufcstats.com/fight-details/f457d55f78d581f9,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Middleweight,Jake Collier,Alberto Uda,Jake Collier,KO/TKOSpinning Back Kick,2,1:06,http://ufcstats.com/fight-details/09b8253a30360429,http://ufcstats.com/event-details/990060b2a68a7b82,KO
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Lightweight,Erik Koch,Shane Campbell,Erik Koch,SUBRear Naked Choke,2,3:02,http://ufcstats.com/fight-details/5724a9cf463c8390,http://ufcstats.com/event-details/990060b2a68a7b82,SUB
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Bantamweight,Bryan Caraway,Aljamain Sterling,Bryan Caraway,S-DEC,3,5:00,http://ufcstats.com/fight-details/6e093a1d4286dad6,http://ufcstats.com/event-details/990060b2a68a7b82,DEC
UFC Fight Night: Almeida vs Garbrandt,"June 04, 2016",Heavyweight,Adam Milstead,Chris de la Rocha,Adam Milstead,KO/TKOPunches,2,4:01,http://ufcstats.com/fight-details/969970fbe24945d0,http://ufcstats.com/event-details/990060b2a68a7b82,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Heavyweight,Stipe Miocic,Fabricio Werdum,Stipe Miocic,KO/TKOPunch,1,2:47,http://ufcstats.com/fight-details/e27504d07ebbc441,http://ufcstats.com/event-details/a4bf17bd3ba3423b,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Middleweight,Jacare Souza,Vitor Belfort,Jacare Souza,KO/TKOPunches,1,4:38,http://ufcstats.com/fight-details/80c4f70b7f7a1945,http://ufcstats.com/event-details/a4bf17bd3ba3423b,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Catch Weight,Cristiane Justino,Leslie Smith,Cristiane Justino,KO/TKOPunch,1,1:21,http://ufcstats.com/fight-details/ee9e4f8523a484a6,http://ufcstats.com/event-details/a4bf17bd3ba3423b,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Light Heavyweight,Mauricio Rua,Corey Anderson,Mauricio Rua,S-DEC,3,5:00,http://ufcstats.com/fight-details/8ec7d82619bfb564,http://ufcstats.com/event-details/a4bf17bd3ba3423b,DEC
UFC 198: Werdum vs Miocic,"May 29, 2016",Welterweight,Bryan Barberena,Warlley Alves,Bryan Barberena,U-DEC,3,5:00,http://ufcstats.com/fight-details/93026e3763542c05,http://ufcstats.com/event-details/a4bf17bd3ba3423b,DEC
UFC 198: Werdum vs Miocic,"May 29, 2016",Welterweight,Demian Maia,Matt Brown,Demian Maia,SUBRear Naked Choke,3,4:31,http://ufcstats.com/fight-details/9231cef371b89a46,http://ufcstats.com/event-details/a4bf17bd3ba3423b,SUB
UFC 198: Werdum vs Miocic,"May 29, 2016",Middleweight,Thiago Santos,Nate Marquardt,Thiago Santos,KO/TKOPunch,1,3:39,http://ufcstats.com/fight-details/e99f92b92e90b228,http://ufcstats.com/event-details/a4bf17bd3ba3423b,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Lightweight,Francisco Trinaldo,Yancy Medeiros,Francisco Trinaldo,U-DEC,3,5:00,http://ufcstats.com/fight-details/65d777a16fce2be8,http://ufcstats.com/event-details/a4bf17bd3ba3423b,DEC
UFC 198: Werdum vs Miocic,"May 29, 2016",Bantamweight,John Lineker,Rob Font,John Lineker,U-DEC,3,5:00,http://ufcstats.com/fight-details/040f227553de7838,http://ufcstats.com/event-details/a4bf17bd3ba3423b,DEC
UFC 198: Werdum vs Miocic,"May 29, 2016",Light Heavyweight,Rogerio Nogueira,Patrick Cummins,Rogerio Nogueira,KO/TKOPunches,1,4:52,http://ufcstats.com/fight-details/375c2ecb6fe54cc6,http://ufcstats.com/event-details/a4bf17bd3ba3423b,KO
UFC 198: Werdum vs Miocic,"May 29, 2016",Featherweight,Renato Moicano,Zubaira Tukhugov,Renato Moicano,S-DEC,3,5:00,http://ufcstats.com/fight-details/958f3b45c132c3b7,http://ufcstats.com/event-details/a4bf17bd3ba3423b,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Heavyweight,Alistair Overeem,Andrei Arlovski,Alistair Overeem,KO/TKOPunch,2,1:12,http://ufcstats.com/fight-details/5838305c25a54ea1,http://ufcstats.com/event-details/a314687f372b2cec,KO
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Heavyweight,Stefan Struve,Antonio Silva,Stefan Struve,KO/TKOPunch,1,0:16,http://ufcstats.com/fight-details/d480d01418ae0143,http://ufcstats.com/event-details/a314687f372b2cec,KO
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Welterweight,Gunnar Nelson,Albert Tumenov,Gunnar Nelson,SUBRear Naked Choke,2,3:15,http://ufcstats.com/fight-details/03b9922d777e430c,http://ufcstats.com/event-details/a314687f372b2cec,SUB
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Women's Bantamweight,Germaine de Randamie,Anna Elmose,Germaine de Randamie,KO/TKOKnee,1,3:46,http://ufcstats.com/fight-details/692ceb2ac5fa4427,http://ufcstats.com/event-details/a314687f372b2cec,KO
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Light Heavyweight,Nikita Krylov,Francimar Barroso,Nikita Krylov,SUBRear Naked Choke,2,3:11,http://ufcstats.com/fight-details/61f80a1732d37288,http://ufcstats.com/event-details/a314687f372b2cec,SUB
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Women's Strawweight,Karolina Kowalkiewicz,Heather Clark,Karolina Kowalkiewicz,U-DEC,3,5:00,http://ufcstats.com/fight-details/c5990f9767b16c48,http://ufcstats.com/event-details/a314687f372b2cec,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Lightweight,Rustam Khabilov,Chris Wade,Rustam Khabilov,U-DEC,3,5:00,http://ufcstats.com/fight-details/97e895b7c2cb9db4,http://ufcstats.com/event-details/a314687f372b2cec,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Middleweight,Magnus Cedenblad,Garreth McLellan,Magnus Cedenblad,KO/TKOKick,2,0:47,http://ufcstats.com/fight-details/6d47170d069df8bb,http://ufcstats.com/event-details/a314687f372b2cec,KO
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Lightweight,Josh Emmett,Jon Tuck,Josh Emmett,S-DEC,3,5:00,http://ufcstats.com/fight-details/7786b5fafee61c36,http://ufcstats.com/event-details/a314687f372b2cec,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Lightweight,Reza Madadi,Yan Cabral,Reza Madadi,KO/TKOPunch,3,1:56,http://ufcstats.com/fight-details/711fcf95370fa90b,http://ufcstats.com/event-details/a314687f372b2cec,KO
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Flyweight,Kyoji Horiguchi,Neil Seery,Kyoji Horiguchi,U-DEC,3,5:00,http://ufcstats.com/fight-details/d37ed975c2b70fd2,http://ufcstats.com/event-details/a314687f372b2cec,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Welterweight,Leon Edwards,Dominic Waters,Leon Edwards,U-DEC,3,5:00,http://ufcstats.com/fight-details/6ccf478dca83757e,http://ufcstats.com/event-details/a314687f372b2cec,DEC
UFC Fight Night: Overeem vs Arlovski,"May 14, 2016",Flyweight,Yuta Sasaki,Willie Gates,Yuta Sasaki,SUBRear Naked Choke,2,3:30,http://ufcstats.com/fight-details/5a9804cad2335272,http://ufcstats.com/event-details/a314687f372b2cec,SUB
UFC 197: Jones vs Saint Preux,"May 08, 2016",Light Heavyweight,Jon Jones,Ovince Saint Preux,Jon Jones,U-DEC,5,5:00,http://ufcstats.com/fight-details/05c8aeb2806be99c,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Flyweight,Demetrious Johnson,Henry Cejudo,Demetrious Johnson,KO/TKOKnees,1,2:49,http://ufcstats.com/fight-details/20dda78057d17a5a,http://ufcstats.com/event-details/3d481aa374c954a1,KO
UFC 197: Jones vs Saint Preux,"May 08, 2016",Lightweight,Edson Barboza,Anthony Pettis,Edson Barboza,U-DEC,3,5:00,http://ufcstats.com/fight-details/8b52a32f3644f493,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Middleweight,Robert Whittaker,Rafael Natal,Robert Whittaker,U-DEC,3,5:00,http://ufcstats.com/fight-details/b65d0243d397802c,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Featherweight,Yair Rodriguez,Andre Fili,Yair Rodriguez,KO/TKOKick,2,2:15,http://ufcstats.com/fight-details/43b416cf0c75dbd7,http://ufcstats.com/event-details/3d481aa374c954a1,KO
UFC 197: Jones vs Saint Preux,"May 08, 2016",Flyweight,Sergio Pettis,Chris Kelades,Sergio Pettis,U-DEC,3,5:00,http://ufcstats.com/fight-details/e3a45f48dbda99c3,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Welterweight,Danny Roberts,Dominique Steele,Danny Roberts,U-DEC,3,5:00,http://ufcstats.com/fight-details/be0af5916c8e8e99,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Women's Strawweight,Carla Esparza,Juliana Lima,Carla Esparza,U-DEC,3,5:00,http://ufcstats.com/fight-details/2c0ece9f70a62408,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Lightweight,James Vick,Glaico Franca Moreira,James Vick,U-DEC,3,5:00,http://ufcstats.com/fight-details/f519753cc38362d0,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC 197: Jones vs Saint Preux,"May 08, 2016",Heavyweight,Walt Harris,Cody East,Walt Harris,KO/TKOPunches,1,4:18,http://ufcstats.com/fight-details/92049ba4483fc840,http://ufcstats.com/event-details/3d481aa374c954a1,KO
UFC 197: Jones vs Saint Preux,"May 08, 2016",Light Heavyweight,Marcos Rogerio de Lima,Clint Hester,Marcos Rogerio de Lima,SUBArm Triangle,1,4:35,http://ufcstats.com/fight-details/c7e084949531a443,http://ufcstats.com/event-details/3d481aa374c954a1,SUB
UFC 197: Jones vs Saint Preux,"May 08, 2016",Lightweight,Kevin Lee,Efrain Escudero,Kevin Lee,U-DEC,3,5:00,http://ufcstats.com/fight-details/083a0283b7bc503b,http://ufcstats.com/event-details/3d481aa374c954a1,DEC
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Light Heavyweight,Glover Teixeira,Rashad Evans,Glover Teixeira,KO/TKOPunch,1,1:48,http://ufcstats.com/fight-details/e5a88d0e816fd0f1,http://ufcstats.com/event-details/e7e970d508529bf3,KO
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Women's Strawweight,Rose Namajunas,Tecia Pennington,Rose Namajunas,U-DEC,3,5:00,http://ufcstats.com/fight-details/28f5f50617f2b686,http://ufcstats.com/event-details/e7e970d508529bf3,DEC
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Catch Weight,Khabib Nurmagomedov,Darrell Horcher,Khabib Nurmagomedov,KO/TKOPunches,2,3:38,http://ufcstats.com/fight-details/781b4b6951df64fe,http://ufcstats.com/event-details/e7e970d508529bf3,KO
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Featherweight,Cub Swanson,Hacran Dias,Cub Swanson,U-DEC,3,5:00,http://ufcstats.com/fight-details/43e416795dbd10e9,http://ufcstats.com/event-details/e7e970d508529bf3,DEC
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Lightweight,Michael Chiesa,Beneil Dariush,Michael Chiesa,SUBRear Naked Choke,2,1:20,http://ufcstats.com/fight-details/613a288e8819fead,http://ufcstats.com/event-details/e7e970d508529bf3,SUB
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Women's Bantamweight,Raquel Pennington,Bethe Correia,Raquel Pennington,S-DEC,3,5:00,http://ufcstats.com/fight-details/377c8eb085bb8e00,http://ufcstats.com/event-details/e7e970d508529bf3,DEC
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Welterweight,Santiago Ponzinibbio,Court McGee,Santiago Ponzinibbio,KO/TKOPunch,1,4:15,http://ufcstats.com/fight-details/110e1d794443b736,http://ufcstats.com/event-details/e7e970d508529bf3,KO
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Welterweight,Michael Graves,Randy Brown,Michael Graves,SUBRear Naked Choke,2,2:31,http://ufcstats.com/fight-details/8d9c71e110196262,http://ufcstats.com/event-details/e7e970d508529bf3,SUB
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Bantamweight,John Dodson,Manvel Gamburyan,John Dodson,KO/TKOPunches,1,0:37,http://ufcstats.com/fight-details/249b75a787dccfe6,http://ufcstats.com/event-details/e7e970d508529bf3,KO
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Middleweight,Cezar Ferreira,Oluwale Bamgbose,Cezar Ferreira,U-DEC,3,5:00,http://ufcstats.com/fight-details/3daf1c5fb854e626,http://ufcstats.com/event-details/e7e970d508529bf3,DEC
UFC on FOX: Teixeira vs Evans,"April 23, 2016",Welterweight,Elizeu Zaleski dos Santos,Omari Akhmedov,Elizeu Zaleski dos Santos,KO/TKOKnee,3,3:03,http://ufcstats.com/fight-details/815fd4ebdc288e83,http://ufcstats.com/event-details/e7e970d508529bf3,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Heavyweight,Junior Dos Santos,Ben Rothwell,Junior Dos Santos,U-DEC,5,5:00,http://ufcstats.com/fight-details/5f6b8e48e7d3b66f,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Heavyweight,Derrick Lewis,Gabriel Gonzaga,Derrick Lewis,KO/TKOPunches,1,4:48,http://ufcstats.com/fight-details/f4d9138ba502b7ec,http://ufcstats.com/event-details/4887e5bc4dbb73ff,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Heavyweight,Francis Ngannou,Curtis Blaydes,Francis Ngannou,KO/TKO,2,5:00,http://ufcstats.com/fight-details/9b79c05aa978c066,http://ufcstats.com/event-details/4887e5bc4dbb73ff,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Heavyweight,Timothy Johnson,Marcin Tybura,Timothy Johnson,U-DEC,3,5:00,http://ufcstats.com/fight-details/eb53ec8983cb2a95,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Light Heavyweight,Jan Blachowicz,Igor Pokrajac,Jan Blachowicz,U-DEC,3,5:00,http://ufcstats.com/fight-details/26779cfb01372664,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Women's Strawweight,Maryna Moroz,Cristina Stanciu,Maryna Moroz,U-DEC,3,5:00,http://ufcstats.com/fight-details/1a0bf11582ae518b,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Welterweight,Zak Cummings,Nicolas Dalby,Zak Cummings,U-DEC,3,5:00,http://ufcstats.com/fight-details/5aa7ecc6507841bd,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Bantamweight,Alejandro Perez,Ian Entwistle,Alejandro Perez,KO/TKOPunches,1,4:04,http://ufcstats.com/fight-details/d1d7400c131ed40e,http://ufcstats.com/event-details/4887e5bc4dbb73ff,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Lightweight,Mairbek Taisumov,Damir Hadzovic,Mairbek Taisumov,KO/TKOPunch,1,3:44,http://ufcstats.com/fight-details/79884c0df84662b9,http://ufcstats.com/event-details/4887e5bc4dbb73ff,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Bantamweight,Damian Stasiak,Filip Pejic,Damian Stasiak,SUBRear Naked Choke,1,2:16,http://ufcstats.com/fight-details/3b5e1d6cbf9c8c9f,http://ufcstats.com/event-details/4887e5bc4dbb73ff,SUB
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Featherweight,Lucas Martins,Robert Whiteford,Lucas Martins,S-DEC,3,5:00,http://ufcstats.com/fight-details/42afd8c4fc85f485,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Heavyweight,Jared Cannonier,Cyril Asker,Jared Cannonier,KO/TKOPunch,1,2:44,http://ufcstats.com/fight-details/a020b5b917c27bb8,http://ufcstats.com/event-details/4887e5bc4dbb73ff,KO
UFC Fight Night: Rothwell vs Dos Santos,"April 16, 2016",Middleweight,Bojan Velickovic,Alessio Di Chirico,Bojan Velickovic,U-DEC,3,5:00,http://ufcstats.com/fight-details/fcb225f454ebf1a1,http://ufcstats.com/event-details/4887e5bc4dbb73ff,DEC
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Heavyweight,Mark Hunt,Frank Mir,Mark Hunt,KO/TKOPunch,1,3:01,http://ufcstats.com/fight-details/fb98219ce569b384,http://ufcstats.com/event-details/e60201cfab7d656d,KO
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Welterweight,Neil Magny,Hector Lombard,Neil Magny,KO/TKOPunches,3,0:46,http://ufcstats.com/fight-details/a26db2cee9eab1f9,http://ufcstats.com/event-details/e60201cfab7d656d,KO
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Lightweight,Jake Matthews,Johnny Case,Jake Matthews,SUBRear Naked Choke,3,4:45,http://ufcstats.com/fight-details/784a57385d0e87ff,http://ufcstats.com/event-details/e60201cfab7d656d,SUB
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Middleweight,Daniel Kelly,Antonio Carlos Junior,Daniel Kelly,KO/TKOPunches,3,1:36,http://ufcstats.com/fight-details/b33d1e693e3c9958,http://ufcstats.com/event-details/e60201cfab7d656d,KO
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Light Heavyweight,Steve Bosse,James Te Huna,Steve Bosse,KO/TKOPunch,1,0:52,http://ufcstats.com/fight-details/cf13dd810b2bd061,http://ufcstats.com/event-details/e60201cfab7d656d,KO
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Women's Strawweight,Bec Rawlings,Seo Hee Ham,Bec Rawlings,U-DEC,3,5:00,http://ufcstats.com/fight-details/8bf419824ca91470,http://ufcstats.com/event-details/e60201cfab7d656d,DEC
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Welterweight,Alan Jouban,Brendan O'Reilly,Alan Jouban,KO/TKOElbow,1,2:15,http://ufcstats.com/fight-details/ee31f081cf576273,http://ufcstats.com/event-details/e60201cfab7d656d,KO
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Featherweight,Dan Hooker,Mark Eddiva,Dan Hooker,SUBGuillotine Choke,1,1:24,http://ufcstats.com/fight-details/e3fb9146a7eaaa47,http://ufcstats.com/event-details/e60201cfab7d656d,SUB
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Women's Bantamweight,Leslie Smith,Rin Nakai,Leslie Smith,U-DEC,3,5:00,http://ufcstats.com/fight-details/aa92030dfd8b5d40,http://ufcstats.com/event-details/e60201cfab7d656d,DEC
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Welterweight,Viscardi Andrade,Richard Walsh,Viscardi Andrade,U-DEC,3,5:00,http://ufcstats.com/fight-details/d2105d00baa3e15e,http://ufcstats.com/event-details/e60201cfab7d656d,DEC
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Lightweight,Ross Pearson,Chad Laprise,Ross Pearson,S-DEC,3,5:00,http://ufcstats.com/fight-details/f7c9f7a6edca5299,http://ufcstats.com/event-details/e60201cfab7d656d,DEC
UFC Fight Night: Hunt vs Mir,"April 10, 2016",Lightweight,Alan Patrick,Damien Brown,Alan Patrick,U-DEC,3,5:00,http://ufcstats.com/fight-details/95d46f7a7e72f91c,http://ufcstats.com/event-details/e60201cfab7d656d,DEC
UFC 196: McGregor vs Diaz,"March 19, 2016",Welterweight,Nate Diaz,Conor McGregor,Nate Diaz,SUBRear Naked Choke,2,4:12,http://ufcstats.com/fight-details/4ace70bff9debdfb,http://ufcstats.com/event-details/db1f2ed63b54b9a7,SUB
UFC 196: McGregor vs Diaz,"March 19, 2016",Women's Bantamweight,Miesha Tate,Holly Holm,Miesha Tate,SUBRear Naked Choke,5,3:30,http://ufcstats.com/fight-details/7ffd80b65b0ff942,http://ufcstats.com/event-details/db1f2ed63b54b9a7,SUB
UFC 196: McGregor vs Diaz,"March 19, 2016",Light Heavyweight,Ilir Latifi,Gian Villante,Ilir Latifi,U-DEC,3,5:00,http://ufcstats.com/fight-details/17c598d7841daae0,http://ufcstats.com/event-details/db1f2ed63b54b9a7,DEC
UFC 196: McGregor vs Diaz,"March 19, 2016",Light Heavyweight,Corey Anderson,Tom Lawlor,Corey Anderson,U-DEC,3,5:00,http://ufcstats.com/fight-details/0bdea30d7a7322f7,http://ufcstats.com/event-details/db1f2ed63b54b9a7,DEC
