Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Welterweight,Tony Ferguson,Ramsey Nijem,Tony Ferguson,KO/TKOPunches,1,3:54,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/cd0bc692a7bce9e7,KO,True,True
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Lightweight,Clay Guida,Anthony Pettis,Clay Guida,U-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/e9fc9dcc549c7f3b,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Middleweight,Ed Herman,Tim Credeur,Ed Herman,KO/TKOPunch,1,0:48,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/a1f9a28339f5e1b2,KO,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Light Heavyweight,Kyle Kingsbury,Fabio Maldonado,Kyle Kingsbury,U-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/35e23b1917b59132,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Welterweight,Chris Cope,Chuck O'Neil,Chris Cope,U-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/1b0887e7533b9b49,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Lightweight,Jeremy Stephens,Danny Downes,Jeremy Stephens,U-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/7240a9432bf2af67,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Featherweight,George Roop,Josh Grispi,George Roop,KO/TKOPunch,3,3:14,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/2ebfb072b178649e,KO,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Welterweight,Shamar Bailey,Ryan McGillivray,Shamar Bailey,U-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/ba0b95898baad200,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Welterweight,Clay Harvison,Justin Edwards,Clay Harvison,S-DEC,3,5:00,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/33005a28b1226d15,DEC,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Bantamweight,Scott Jorgensen,Ken Stone,Scott Jorgensen,KO/TKOPunch,1,4:01,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/57622ac93e8d8900,KO,False,False
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011",Bantamweight,Reuben Duran,Francisco Rivera,Reuben Duran,SUBRear Naked Choke,3,1:57,http://ufcstats.com/event-details/3ba3b5cc94498437,http://ufcstats.com/fight-details/07df55cb3cc0ec30,SUB,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Light Heavyweight,Quinton Jackson,Matt Hamill,Quinton Jackson,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/9cf91ae875d886df,DEC,False,True
UFC 130: Rampage vs Hamill,"May 28, 2011",Heavyweight,Frank Mir,Roy Nelson,Frank Mir,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/c553753c64379c39,DEC,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Heavyweight,Travis Browne,Stefan Struve,Travis Browne,KO/TKOPunch,1,4:11,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/727c8004faed648d,KO,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Welterweight,Rick Story,Thiago Alves,Rick Story,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/7956ae951020ce8c,DEC,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Middleweight,Brian Stann,Jorge Santiago,Brian Stann,KO/TKOPunch,2,4:29,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/6617170d3659b175,KO,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Bantamweight,Demetrious Johnson,Miguel Torres,Demetrious Johnson,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/b0cfaf01a155985b,DEC,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Middleweight,Tim Boetsch,Kendall Grove,Tim Boetsch,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/3d1a835c15fd8cb2,DEC,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Lightweight,Gleison Tibau,Rafaello Oliveira,Gleison Tibau,SUBRear Naked Choke,2,3:28,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/6299412d7bbfbce6,SUB,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Bantamweight,Michael McDonald,Chris Cariaso,Michael McDonald,S-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/556952a9520d0ae0,DEC,False,False
UFC 130: Rampage vs Hamill,"May 28, 2011",Bantamweight,Renan Barao,Cole Escovedo,Renan Barao,U-DEC,3,5:00,http://ufcstats.com/event-details/b732b326c362fb62,http://ufcstats.com/fight-details/4cc8bef7c487cf9d,DEC,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Welterweight,Georges St-Pierre,Jake Shields,Georges St-Pierre,U-DEC,5,5:00,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/9c3c0818f0c32768,DEC,True,True
UFC 129: St-Pierre vs Shields,"April 30, 2011",Featherweight,Jose Aldo,Mark Hominick,Jose Aldo,U-DEC,5,5:00,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/12b94f0229c30ead,DEC,True,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Light Heavyweight,Lyoto Machida,Randy Couture,Lyoto Machida,KO/TKOKick,2,1:05,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/f0e299c134cbac37,KO,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Light Heavyweight,Vladimir Matyushenko,Jason Brilz,Vladimir Matyushenko,KO/TKOPunch,1,0:20,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/520de85f6d492264,KO,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Lightweight,Benson Henderson,Mark Bocek,Benson Henderson,U-DEC,3,5:00,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/eb8e4c57d131fb46,DEC,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Welterweight,Rory MacDonald,Nate Diaz,Rory MacDonald,U-DEC,3,5:00,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/6f0dc5319bf900dc,DEC,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Welterweight,Jake Ellenberger,Sean Pierson,Jake Ellenberger,KO/TKOPunch,1,2:42,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/81ec228bf7af0fc1,KO,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Welterweight,Claude Patrick,Daniel Roberts,Claude Patrick,U-DEC,3,5:00,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/eb6a55ee772dd722,DEC,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Bantamweight,Ivan Menjivar,Charlie Valencia,Ivan Menjivar,KO/TKOElbow,1,1:30,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/6d83de8d54f75ffc,KO,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Middleweight,Jason MacDonald,Ryan Jensen,Jason MacDonald,SUBTriangle Choke,1,1:37,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/5aef2af22f5f2fbd,SUB,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Lightweight,John Makdessi,Kyle Watson,John Makdessi,KO/TKOSpinning Back Fist,3,1:27,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/6d3655c731347f94,KO,False,False
UFC 129: St-Pierre vs Shields,"April 30, 2011",Featherweight,Pablo Garza,Yves Jabouin,Pablo Garza,SUBTriangle Choke,1,4:31,http://ufcstats.com/event-details/2db7fa8db6bc9632,http://ufcstats.com/fight-details/8348ff428d1687ab,SUB,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Light Heavyweight,Phil Davis,Rogerio Nogueira,Phil Davis,U-DEC,3,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/28b405fe1552ccad,DEC,False,True
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Welterweight,Anthony Johnson,Dan Hardy,Anthony Johnson,U-DEC,3,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/60f3232bc7a73b15,DEC,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Welterweight,Amir Sadollah,DaMarques Johnson,Amir Sadollah,KO/TKOElbows,2,3:27,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/de78bdd8c734e8ab,KO,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Featherweight,Chan Sung Jung,Leonard Garcia,Chan Sung Jung,SUBTwister,2,4:59,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/bb70048e290f4a86,SUB,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Heavyweight,Mike Russow,Jon Madsen,Mike Russow,KO/TKO,2,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/70e78fcf793bc82b,KO,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Featherweight,Mackens Semerzier,Alex Caceres,Mackens Semerzier,SUBRear Naked Choke,1,3:18,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/28f57f60a46654f6,SUB,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Welterweight,John Hathaway,Kris McCray,John Hathaway,S-DEC,3,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/60d27c73e4a20318,DEC,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Bantamweight,Michael McDonald,Edwin Figueroa,Michael McDonald,U-DEC,3,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/c67473192bda50d8,DEC,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Heavyweight,Christian Morecraft,Sean McCorkle,Christian Morecraft,SUBGuillotine Choke,2,4:10,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/774f7eed6b0180be,SUB,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Welterweight,Johny Hendricks,TJ Waldburger,Johny Hendricks,KO/TKOPunch,1,1:35,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/a1f4a5fcef50915b,KO,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Middleweight,Aaron Simpson,Mario Miranda,Aaron Simpson,U-DEC,3,5:00,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/89d39663ff1b890e,DEC,False,False
UFC Fight Night: Nogueira vs Davis,"March 26, 2011",Lightweight,Nik Lentz,Waylon Lowe,Nik Lentz,SUBGuillotine Choke,3,2:24,http://ufcstats.com/event-details/8a59d346dc976a10,http://ufcstats.com/fight-details/04d97700dbdaef5e,SUB,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Light Heavyweight,Jon Jones,Mauricio Rua,Jon Jones,KO/TKOKnee,3,2:37,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/dc2a3aeac1441991,KO,True,True
UFC 128: Shogun vs Jones,"March 19, 2011",Bantamweight,Urijah Faber,Eddie Wineland,Urijah Faber,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/dd3ea525fe1898f1,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Lightweight,Jim Miller,Kamal Shalorus,Jim Miller,KO/TKOKnee,3,2:15,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/2a28ce0035468735,KO,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Middleweight,Nate Marquardt,Dan Miller,Nate Marquardt,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/376beb49aadb06d6,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Heavyweight,Brendan Schaub,Mirko Filipovic,Brendan Schaub,KO/TKOPunch,3,3:44,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/077667e3aaf314db,KO,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Light Heavyweight,Luiz Cane,Eliot Marshall,Luiz Cane,KO/TKOPunches,1,2:15,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/e1563825c36aad26,KO,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Lightweight,Edson Barboza,Anthony Njokuani,Edson Barboza,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/42e7cc48c31d8f29,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Welterweight,Mike Pyle,Ricardo Almeida,Mike Pyle,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/a8cf22bc7d05c0a1,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Lightweight,Gleison Tibau,Kurt Pellegrino,Gleison Tibau,S-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/e595cb4bfc26193b,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Bantamweight,Joseph Benavidez,Ian Loveland,Joseph Benavidez,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/04193f1fff93ddb1,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Catch Weight,Nick Catone,Constantinos Philippou,Nick Catone,U-DEC,3,5:00,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/560cec2acc9b0a13,DEC,False,False
UFC 128: Shogun vs Jones,"March 19, 2011",Featherweight,Erik Koch,Raphael Assuncao,Erik Koch,KO/TKOPunch,1,2:32,http://ufcstats.com/event-details/1411c630ba711b64,http://ufcstats.com/fight-details/18b31990d1808419,KO,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Welterweight,Diego Sanchez,Martin Kampmann,Diego Sanchez,U-DEC,3,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/42536a8cf2eda678,DEC,False,True
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Middleweight,Mark Munoz,CB Dollaway,Mark Munoz,KO/TKOPunch,1,0:54,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/08602f790f09d949,KO,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Middleweight,Chris Weidman,Alessio Sakara,Chris Weidman,U-DEC,3,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/4186686dbd9957cd,DEC,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Bantamweight,Brian Bowles,Damacio Page,Brian Bowles,SUBGuillotine Choke,1,3:30,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/f06030bf27ebe337,SUB,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Light Heavyweight,Cyrille Diabate,Steve Cantwell,Cyrille Diabate,U-DEC,3,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/67afd8e69820ffa0,DEC,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Lightweight,Danny Castillo,Joe Stevenson,Danny Castillo,U-DEC,3,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/bbbb4c62c35f5390,DEC,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Lightweight,Shane Roller,Thiago Tavares,Shane Roller,KO/TKOPunch,2,1:28,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/16b0e962beb6d15e,KO,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Bantamweight,Takeya Mizugaki,Reuben Duran,Takeya Mizugaki,S-DEC,3,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/d59b40be94d5a609,DEC,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Middleweight,Dongi Yang,Rob Kimmons,Dongi Yang,KO/TKOPunches,2,4:47,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/de2513c984996c8c,KO,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Middleweight,Rousimar Palhares,David Branch,Rousimar Palhares,SUBKneebar,2,1:44,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/1fa6d636d283ac84,SUB,False,False
UFC Live: Sanchez vs Kampmann,"March 03, 2011",Light Heavyweight,Igor Pokrajac,Todd Brown,Igor Pokrajac,KO/TKO,1,5:00,http://ufcstats.com/event-details/a54fc2d6fc224dc3,http://ufcstats.com/fight-details/3ce9e07f51239edd,KO,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Welterweight,BJ Penn,Jon Fitch,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/f825e17e7a1332cd,DEC,False,True
UFC 127: Penn vs Fitch,"February 26, 2011",Middleweight,Michael Bisping,Jorge Rivera,Michael Bisping,KO/TKOPunches,2,1:54,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/0f461c4ddf70eff9,KO,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Lightweight,Dennis Siver,George Sotiropoulos,Dennis Siver,U-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/2dd864ec1a1a4031,DEC,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Welterweight,Brian Ebersole,Chris Lytle,Brian Ebersole,U-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/d5e7fe1f5035505c,DEC,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Middleweight,Kyle Noke,Chris Camozzi,Kyle Noke,SUBRear Naked Choke,1,1:35,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/76e6177c401f2176,SUB,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Lightweight,Ross Pearson,Spencer Fisher,Ross Pearson,U-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/72372c31dee3cadc,DEC,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Light Heavyweight,Alexander Gustafsson,James Te Huna,Alexander Gustafsson,SUBRear Naked Choke,1,4:27,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/fec8b9760d6bb235,SUB,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Middleweight,Nick Ring,Riki Fukuda,Nick Ring,U-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/ae07b35f2797242e,DEC,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Light Heavyweight,Anthony Perosh,Tom Blackledge,Anthony Perosh,SUBRear Naked Choke,1,2:45,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/e4b5f0358ce7bad4,SUB,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Featherweight,Zhang Tiequan,Jason Reinhardt,Zhang Tiequan,SUBGuillotine Choke,1,0:48,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/5b6796a9194d339b,SUB,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Heavyweight,Mark Hunt,Chris Tuchscherer,Mark Hunt,KO/TKOPunch,2,1:41,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/6ac1478baeddaae8,KO,False,False
UFC 127: Penn vs Fitch,"February 26, 2011",Lightweight,Curt Warburton,Maciej Jewtuszko,Curt Warburton,U-DEC,3,5:00,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/062816ff1b591bbb,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Middleweight,Anderson Silva,Vitor Belfort,Anderson Silva,KO/TKOKick,1,3:25,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/87c73e2086214b5c,KO,True,True
UFC 126: Silva vs Belfort,"February 05, 2011",Light Heavyweight,Forrest Griffin,Rich Franklin,Forrest Griffin,U-DEC,3,5:00,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/d2246624da1c4e38,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Light Heavyweight,Jon Jones,Ryan Bader,Jon Jones,SUBGuillotine Choke,2,4:20,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/65ce293c20bd25e2,SUB,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Welterweight,Jake Ellenberger,Carlos Eduardo Rocha,Jake Ellenberger,S-DEC,3,5:00,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/d1cda3a0c148b725,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Bantamweight,Miguel Torres,Antonio Banuelos,Miguel Torres,U-DEC,3,5:00,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Lightweight,Donald Cerrone,Paul Kelly,Donald Cerrone,SUBRear Naked Choke,2,3:48,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/6b7033df94818cee,SUB,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Featherweight,Chad Mendes,Michihiro Omigawa,Chad Mendes,U-DEC,3,5:00,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/ae3ab5d1892153ef,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Bantamweight,Demetrious Johnson,Norifumi Yamamoto,Demetrious Johnson,U-DEC,3,5:00,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/20aa994cd23074b9,DEC,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Lightweight,Paul Taylor,Gabe Ruediger,Paul Taylor,KO/TKOKick,2,1:42,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/95f136c07f9834be,KO,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Light Heavyweight,Kyle Kingsbury,Ricardo Romero,Kyle Kingsbury,KO/TKOPunch,1,0:21,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/c1843fa8f113d321,KO,False,False
UFC 126: Silva vs Belfort,"February 05, 2011",Welterweight,Mike Pierce,Kenny Robertson,Mike Pierce,KO/TKOPunches,2,0:29,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/791b8b3a475487e9,KO,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Lightweight,Melvin Guillard,Evan Dunham,Melvin Guillard,KO/TKOKnees,1,2:58,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/6963c65b49e47277,KO,False,True
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Heavyweight,Matt Mitrione,Tim Hague,Matt Mitrione,KO/TKOPunch,1,2:59,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/a60ba933a7ea898e,KO,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Featherweight,Mark Hominick,George Roop,Mark Hominick,KO/TKOPunch,1,1:28,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/9a71dc94152a76ac,KO,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Heavyweight,Pat Barry,Joey Beltran,Pat Barry,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/4abf375aa97364f6,DEC,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Lightweight,Matt Wiman,Cole Miller,Matt Wiman,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/dc58af0c02a42743,DEC,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Lightweight,Yves Edwards,Cody McKenzie,Yves Edwards,SUBRear Naked Choke,2,4:33,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/ab8b506dd2277da3,SUB,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Welterweight,DaMarques Johnson,Mike Guymon,DaMarques Johnson,SUBInjury,1,3:22,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/a245b4d0a7861fb8,SUB,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Featherweight,Rani Yahya,Mike Brown,Rani Yahya,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/ba5b23e7ef308883,DEC,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Lightweight,Waylon Lowe,Willamy Freire,Waylon Lowe,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/dbfac95047e7b33a,DEC,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Welterweight,Charlie Brenneman,Amilcar Alves,Charlie Brenneman,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/986bc0ce25dac848,DEC,False,False
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",Bantamweight,Chris Cariaso,Will Campuzano,Chris Cariaso,U-DEC,3,5:00,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/89cb6801b51f2216,DEC,False,False
UFC 125: Resolution,"January 01, 2011",Lightweight,Frankie Edgar,Gray Maynard,Draw,S-DEC,5,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/91bb64656e13a1d4,DEC,True,True
