Fighter,Peak Elo,Weight Class,Record
Aaron Phillips,1025.1767154436593,Bantamweight,0-4-0
Zelim Imadaev,1024.9617185381271,Welterweight,0-3-0
Denys Bondar,1024.8577686546403,Flyweight,0-3-0
Zarah Fairn,1024.6072602169875,Catch Weight,0-4-0
Jake Lindsey,1024.6033526181925,Lightweight,0-3-0
Khadis Ibragimov,1024.5528,Light Heavyweight,0-4-0
Dylan Budka,1024.5528,Middleweight,0-3-0
Mike Santiago,1024.5528,Featherweight,0-3-0
Dequan Townsend,1024.5528,Middleweight,0-4-0
Will Campuzano,1024.5528,Flyweight,0-4-0
Tiki Ghosn,1024.5528,Welterweight,0-4-0
Roque Martinez,1024.5528,Heavyweight,0-3-0
Genaro Valdez,1024.4602665038672,Lightweight,0-3-0
Daiju Takase,1024.4550075937302,Welterweight,0-3-0
Shannon Ross,1024.441412123188,Flyweight,0-3-0
Vinny Magalhaes,1024.416278990369,Light Heavyweight,1-4-0
Kevin Natividad,1024.3978181137356,Bantamweight,0-3-0
Bobby Voelker,1024.3944256536192,Welterweight,0-4-0
Jerome Rivera,1023.7096452476995,Flyweight,0-4-0
Ivan Erslan,1023.64256434374,Light Heavyweight,0-3-0
Wulijiburen,1023.6005141479917,Bantamweight,0-3-0
Fernie Garcia,1023.3307849693713,Featherweight,0-4-0
Marcelo Rojo,1022.9237359013713,Featherweight,0-3-0
Dmitrii Smoliakov,1022.8258226414506,Heavyweight,0-3-0
Hu Yaozong,1022.6817144179936,Middleweight,0-3-0
Ryan Bader,1022.3375386019294,Light Heavyweight,15-5-0
Connor Matthews,1021.4798101969926,Featherweight,0-3-0
Rashad Coulter,1021.0588048561932,Light Heavyweight,1-3-0
JP Buys,1020.8183081530317,Bantamweight,0-4-0
Alexander Volkov,1020.3379841787415,Heavyweight,13-5-0
Tabatha Ricci,1017.7863154423195,Women's Strawweight,7-3-0
Fatima Kline,1017.6893085569202,Women's Strawweight,3-1-0
Cory Sandhagen,1017.2167909823662,Bantamweight,11-5-0
Toshiomi Kazama,1016.8862670029398,Bantamweight,1-3-0
Loma Lookboonmee,1016.553153830724,Women's Strawweight,7-3-0
Alexia Thainara,1015.5938593067096,Women's Strawweight,2-0-0
Nora Cornolle,1015.1664186935615,Women's Bantamweight,3-2-0
Talita Alencar,1013.7218463773157,Women's Strawweight,3-1-0
Joseph Benavidez,1013.6992809656506,Flyweight,15-6-0
Brad Imes,1013.0292000000001,Heavyweight,0-3-0
Melissa Gatto,1012.7634815530838,Women's Bantamweight,3-2-0
Luke Rockhold,1012.5840204566402,Middleweight,6-5-0
Joaquin Buckley,1012.3920337961509,Welterweight,11-5-0
Eduarda Moura,1012.1056889530378,Women's Flyweight,3-1-0
Mizuki,1010.6305433569321,Women's Strawweight,3-1-0
Viviane Pereira,1010.5759251346549,Women's Strawweight,2-2-0
Tainara Lisboa,1010.2632008620593,Women's Bantamweight,2-2-0
Anthony Johnson,1009.9390332869227,Light Heavyweight,13-6-0
Josefine Knutsson,1009.57895629511,Women's Strawweight,2-1-0
Marcio Alexandre Junior,1009.57212,Welterweight,0-3-0
Josh Haynes,1009.57212,Welterweight,0-3-0
Kris McCray,1009.57212,Welterweight,0-3-0
Robert Valentin,1009.57212,Middleweight,0-3-0
Bea Malecki,1009.0464473167201,Women's Bantamweight,2-1-0
James Vick,1008.3920642707226,Welterweight,9-5-0
Yazmin Jauregui,1008.2363813247524,Women's Strawweight,3-2-0
Piera Rodriguez,1007.8471522259888,Women's Strawweight,4-2-0
Aleksandra Albu,1007.7753083650352,Women's Strawweight,2-2-0
Karol Rosa,1007.7554154969633,Women's Bantamweight,8-4-0
Shi Ming,1007.2836,Women's Strawweight,1-0-0
Wang Cong,1004.1800785291069,Women's Flyweight,3-1-0
Taila Santos,1003.1507547722795,Women's Flyweight,4-3-0
Josh Emmett,1003.097508598886,Featherweight,10-6-0
Viktoriia Dudakova,1002.4603538046013,Women's Strawweight,2-2-0
Nicco Montano,1001.9292778869313,Women's Bantamweight,1-1-0
Mike Swick,1000.8046643129574,Welterweight,10-5-0
Paige VanZant,1000.4100363309711,Women's Flyweight,5-4-0
Glover Teixeira,999.3652824566165,Light Heavyweight,16-7-0
Brian Ortega,998.2668253216901,Catch Weight,8-5-1
Aspen Ladd,998.1981387659247,Women's Bantamweight,4-3-0
Michel Pereira,996.7405172639318,Middleweight,9-5-0
Josiane Nunes,996.095359651305,Women's Bantamweight,3-3-0
Jonathan Martinez,995.3406529463226,Bantamweight,10-5-0
Valerie Letourneau,995.1466497542366,Women's Strawweight,3-3-0
Melissa Croden,994.7472550011893,Women's Bantamweight,1-0-0
Shauna Bannon,994.694145564685,Women's Strawweight,2-2-0
Daria Zhelezniakova,994.4793396907672,Women's Bantamweight,2-1-0
Gabriella Fernandes,994.4475743658078,Women's Flyweight,3-2-0
Michelle Montague,994.3077265321964,Women's Bantamweight,1-0-0
Brianna Fortino,994.0208279515717,Women's Strawweight,1-1-0
Juliana Miller,993.3840000000001,Women's Flyweight,2-2-0
Melissa Mullins,993.0153333851199,Women's Bantamweight,2-2-0
Stephanie Luciano,992.832611477184,Women's Strawweight,2-1-0
Montse Rendon,992.6826534169975,Women's Bantamweight,2-1-0
Jamey-Lyn Horth,992.5520359772971,Women's Flyweight,3-2-0
Aisling Daly,992.0232000000002,Women's Strawweight,2-1-0
Bia Mesquita,991.9035680716793,Women's Bantamweight,1-0-0
Heather Clark,991.44,Women's Strawweight,1-2-0
Leah Letson,991.44,Women's Featherweight,1-1-0
Dione Barbosa,991.44,Women's Flyweight,2-2-0
Carli Judice,991.2939776292466,Women's Flyweight,2-1-0
Luana Pinheiro,990.8670911008603,Women's Strawweight,3-4-0
Joselyne Edwards,990.2334863648622,Women's Bantamweight,7-4-0
Nadia Kassem,990.226002325029,Women's Flyweight,1-2-0
Puja Tomar,990.0784931074596,Women's Strawweight,1-1-0
Milana Dudieva,990.0784931074596,Women's Bantamweight,1-2-0
Cheyanne Vlismas,990.0394451792346,Women's Strawweight,2-2-0
Kenny Florian,989.9318500080317,Featherweight,12-5-0
Kanako Murata,988.955518713846,Women's Strawweight,1-2-0
Jamie Moyle,988.785740349873,Women's Strawweight,1-2-0
Matt Hamill,988.4225098689021,Light Heavyweight,10-5-0
Ricky Simon,986.2673408686866,Bantamweight,10-6-0
Cat Zingano,985.7281108155973,Women's Featherweight,3-4-0
Sabina Mazo,985.1185329806973,Women's Flyweight,3-4-0
Martin Kampmann,984.3874939492686,Welterweight,11-6-0
Dominick Reyes,983.7551306425094,Light Heavyweight,9-5-0
Beneil Dariush,983.6872260991722,Lightweight,17-7-1
Nina Nunes,983.3864357136106,Women's Flyweight,5-4-0
Sarah Kaufman,982.379370588976,Women's Bantamweight,1-2-1
Forrest Griffin,982.1676715443493,Light Heavyweight,10-5-0
Evan Tanner,982.1366997415887,Middleweight,11-6-0
Luana Carolina,981.9822394055452,Women's Bantamweight,6-4-0
Sean Strickland,981.7468093481333,Middleweight,16-7-0
Julia Polastri,981.0678286019901,Women's Strawweight,2-2-0
Poliana Botelho,979.8185924599123,Women's Flyweight,3-4-0
Cory McKenna,979.2990121723353,Women's Strawweight,3-3-0
Mike Pierce,978.7960169105841,Welterweight,9-5-0
Justine Kish,977.9757003755692,Women's Flyweight,3-4-0
Elizeu Zaleski dos Santos,977.7653813186844,Welterweight,11-6-1
Livinha Souza,977.5456918430641,Women's Strawweight,3-3-0
Mark Munoz,977.1677489644786,Middleweight,9-6-0
Al Iaquinta,977.032368903338,Lightweight,9-6-0
Geoff Neal,976.5835287564768,Welterweight,8-5-0
Vicente Luque,976.5715120591368,Welterweight,16-8-0
Julia Avila,976.0364836016472,Women's Bantamweight,3-3-0
Corey Anderson,974.5733930428363,Light Heavyweight,10-5-0
Lara Procopio,974.2486192557061,Women's Flyweight,1-2-0
Nasrat Haqparast,973.6449800740913,Lightweight,10-5-0
Ernesta Kareckaite,973.3234001433729,Women's Flyweight,1-1-0
Johny Hendricks,972.5023265665632,Middleweight,13-8-0
Paul Felder,972.3271210710479,Lightweight,9-6-0
Klaudia Sygula,971.5967150392436,Women's Bantamweight,1-1-0
Tereza Bleda,971.54548360981,Women's Flyweight,1-1-0
Melissa Martinez,970.4460024582595,Women's Strawweight,1-2-0
Darren Till,969.7688003851233,Middleweight,6-5-1
Alice Ardelean,969.2259741327614,Women's Strawweight,2-2-0
Marcus Davis,968.9872416583038,Lightweight,9-6-0
Rani Yahya,968.5550318447956,Bantamweight,13-6-2
Muslim Salikhov,968.0106420701578,Welterweight,9-5-0
Anthony Rocco Martin,967.7743730629336,Welterweight,9-6-0
Stephanie Egger,967.296561282783,Women's Bantamweight,3-4-0
Aleksandar Rakic,966.7293796771269,Light Heavyweight,6-5-0
Chad Mendes,966.3889932869872,Featherweight,9-5-0
Felicia Spencer,966.278741617629,Women's Featherweight,3-3-0
Chelsea Chandler,965.7995131098567,Women's Bantamweight,2-3-0
Emily Whitmire,965.4263694258432,Women's Flyweight,2-4-0
Ketlen Souza,965.2009746094218,Women's Strawweight,2-3-0
Renan Barao,964.6960824133902,Featherweight,9-8-0
Megan Anderson,964.6472792684249,Women's Featherweight,3-3-0
Gunnar Nelson,964.0847925027008,Welterweight,10-6-0
Irina Alekseeva,964.0260981663334,Women's Bantamweight,1-3-0
Ricardo Lamas,963.8978769645685,Featherweight,11-6-0
Alan Belcher,963.6150824446453,Middleweight,9-6-0
Shana Dobson,963.5824799999999,Women's Flyweight,2-4-0
Kay Hansen,963.5824799999999,Women's Strawweight,1-3-0
Marlon Moraes,963.3358393886721,Bantamweight,5-6-0
Lauren Mueller,963.1841040072526,Women's Flyweight,1-3-0
Antonina Shevchenko,963.0158556452833,Women's Flyweight,4-4-0
Juliana Lima,962.8938162359898,Women's Strawweight,3-4-0
Leslie Smith,962.29678225081,Women's Bantamweight,4-3-0
DeAnna Bennett,962.2800000000001,Women's Flyweight,0-0-1
Melinda Fabian,962.2800000000001,Women's Flyweight,0-1-1
Rachael Ostovich,962.262504,Women's Flyweight,1-3-0
Ariane Carnelossi,962.2020927194625,Women's Strawweight,3-3-0
Miranda Granger,961.6968,Women's Strawweight,1-3-0
Jessamyn Duke,961.6968,Women's Bantamweight,1-3-0
Montserrat Conejo Ruiz,961.6968,Women's Strawweight,1-4-0
Antonio Carlos Junior,961.6844759903532,Middleweight,7-5-1
Emily Ducote,961.3900102364441,Women's Strawweight,2-3-0
Sergio Moraes,961.3883126031895,Welterweight,8-5-1
Danielle Taylor,960.9651096820247,Women's Strawweight,2-3-0
Serghei Spivac,960.5062388245249,Heavyweight,8-6-0
Matt Mitrione,960.4363867626563,Heavyweight,9-5-0
Mariya Agapova,960.3903342050756,Women's Flyweight,2-4-0
Syuri Kondo,960.2874556657263,Women's Strawweight,1-3-0
Jairzinho Rozenstruik,960.229446280899,Heavyweight,9-6-0
Tamires Vidal,959.6834018315895,Women's Bantamweight,1-3-0
Derek Brunson,959.1682701251685,Middleweight,14-7-0
Vinc Pichel,958.861098344551,Lightweight,7-5-0
Alex Perez,957.7631761530367,Flyweight,7-5-0
Krzysztof Jotko,957.5313233105979,Middleweight,11-6-0
Takeya Mizugaki,956.9351292831012,Bantamweight,8-6-0
Cheick Kongo,955.9777477409018,Heavyweight,11-6-1
Charles Oliveira,954.9293259979274,Lightweight,24-11-1
Omari Akhmedov,954.8498518436605,Middleweight,9-5-1
Ryan Spann,954.8365982607716,Heavyweight,9-6-0
Danyelle Wolf,954.1937776351201,Women's Featherweight,0-1-0
Olivier Aubin-Mercier,953.9826626072396,Lightweight,7-5-0
Pedro Rizzo,953.9272396434911,Heavyweight,9-5-0
Ravena Oliveira,953.909549385687,Women's Strawweight,0-2-0
Sarah Frota,953.7332362586519,Women's Flyweight,0-2-0
Tyson Griffin,953.4438289025729,Featherweight,8-6-0
Shayna Baszler,953.3602019968006,Women's Bantamweight,0-2-0
Anna Elmose,953.305442094925,Women's Strawweight,0-2-0
Cindy Dandois,953.2005773358229,Women's Bantamweight,0-1-0
Larissa Pacheco,953.1452075074251,Women's Bantamweight,0-2-0
Liliya Shakirova,953.0857968446721,Women's Flyweight,0-1-0
Chan Sung Jung,953.0582271900134,Featherweight,7-5-0
Cristina Stanciu,952.7544631565039,Women's Strawweight,0-2-0
Ericka Almeida,952.6493627866824,Women's Strawweight,0-2-0
Alexis Dufresne,952.5600000000001,Women's Bantamweight,0-2-0
Tina Lahdemaki,952.5600000000001,Women's Strawweight,0-1-0
Emily Kagan,952.5600000000001,Women's Strawweight,0-2-0
Rosi Sexton,952.5600000000001,Women's Bantamweight,0-2-0
Marnic Mann,952.5600000000001,Women's Strawweight,0-2-0
Julie Kedzie,952.5600000000001,Women's Bantamweight,0-2-0
Hailey Cowan,952.5600000000001,Women's Bantamweight,0-2-0
Peggy Morgan,952.5600000000001,Women's Bantamweight,0-1-0
Alice Pereira,952.543791928441,Women's Bantamweight,0-1-0
Jimi Manuwa,952.4794038830057,Light Heavyweight,6-6-0
Pearl Gonzalez,952.0183910477898,Women's Strawweight,0-2-0
Karine Gevorgyan,951.9768000000001,Women's Flyweight,0-1-0
Maia Stevenson,951.9768000000001,Women's Strawweight,0-1-0
Sheila Gaff,951.9768000000001,Women's Bantamweight,0-2-0
Christina Marks,951.9768000000001,Women's Flyweight,0-1-0
Sergio Pettis,951.9053098334476,Flyweight,9-5-0
Cezar Ferreira,951.392573536101,Middleweight,9-6-0
Jalin Turner,951.296974878095,Lightweight,7-6-0
Nicolle Caliari,951.2365998566273,Women's Flyweight,0-2-0
Chan-Mi Jeon,951.2359156066883,Women's Strawweight,0-2-0
Duda Santana,950.6160000000001,Women's Bantamweight,0-1-0
Izabela Badurek,950.6160000000001,Women's Strawweight,0-1-0
Lisa Ellis,950.6160000000001,Women's Strawweight,0-2-0
Ariel Beck,950.6160000000001,Women's Flyweight,0-1-0
Rin Nakai,950.5607922896312,Women's Bantamweight,0-2-0
Yuneisy Duben,950.4254781996972,Women's Flyweight,0-1-0
Mandy Bohm,950.3153140311897,Women's Flyweight,1-2-0
Nicolas Dalby,950.2620969473872,Welterweight,7-5-2
Barb Honchak,950.1695292070717,Women's Flyweight,0-2-0
Isabela de Padua,950.0638304007185,Women's Flyweight,0-1-0
Kai Kara-France,949.9582394587163,Flyweight,8-5-0
Sarah Alpar,949.845165535372,Women's Flyweight,0-2-0
Ken Shamrock,949.3949406214396,Light Heavyweight,6-5-2
Kyung Ho Kang,948.490557482051,Bantamweight,8-5-1
Alonzo Menifield,948.4593707697986,Light Heavyweight,10-5-1
Kelly Faszholz,947.507973759166,Women's Bantamweight,0-2-0
Kurt Pellegrino,947.3506780772698,Lightweight,7-5-0
Bruna Brasil,947.1185005701595,Women's Flyweight,2-3-0
Raphael Assuncao,946.9546067072046,Bantamweight,12-7-0
Edmen Shahbazyan,944.6811633691157,Middleweight,9-5-0
Scott Holtzman,944.0357198156061,Lightweight,7-6-0
Alex Chambers,943.9862366358617,Women's Strawweight,1-4-0
Michael Chiesa,943.5815709039139,Welterweight,14-7-0
Seo Hee Ham,942.7677916460988,Women's Strawweight,1-3-0
Santiago Ponzinibbio,942.3473935266491,Welterweight,12-8-0
Alan Jouban,942.0120456894196,Welterweight,8-5-0
Randy Brown,941.6065061889609,Welterweight,14-7-0
Francisco Trinaldo,941.4120180698543,Welterweight,18-8-0
Maria Oliveira,941.3831820670039,Women's Strawweight,1-3-0
Gray Maynard,940.9706013478187,Lightweight,11-7-2
Ivana Petrovic,940.9127950725751,Women's Flyweight,1-3-0
Johnny Walker,940.282756666481,Light Heavyweight,8-6-1
Nordine Taleb,939.753910792427,Welterweight,7-5-0
Mallory Martin,939.7413652054563,Women's Strawweight,1-3-0
Thomas Almeida,939.4155091873362,Bantamweight,5-5-0
Jessica Rakoczy,938.96172,Women's Strawweight,0-2-0
Liana Jojua,938.9371630484472,Women's Flyweight,1-3-0
James Te Huna,938.6396682027754,Light Heavyweight,5-5-0
Dustin Jacoby,938.2488598568386,Light Heavyweight,9-6-1
Wilson Reis,937.9156815626437,Flyweight,7-6-0
Vladimir Matyushenko,937.5010920146367,Light Heavyweight,7-5-0
Yushin Okami,937.447913838124,Welterweight,14-7-0
Antonio Rodrigo Nogueira,937.2590026526198,Heavyweight,5-6-0
Feng Xiaocan,936.7164000000001,Women's Strawweight,0-1-0
Roman Kopylov,936.2115339820367,Middleweight,6-5-0
Renato Moicano,936.1000957713169,Lightweight,12-7-0
Kevin Lee,935.593485734931,Welterweight,11-8-0
Kendall Grove,935.4404132980668,Middleweight,7-6-0
Cody Garbrandt,935.429681631367,Bantamweight,9-7-0
Jason Knight,934.9130215608642,Featherweight,4-5-0
Jacare Souza,934.6217937635936,Middleweight,9-7-0
David Loiseau,934.2472418062283,Middleweight,4-5-0
Hermes Franca,932.5821055367113,Lightweight,6-5-0
Seth Baczynski,932.5138413399065,Welterweight,5-6-0
Amanda Cooper,932.1190755833537,Women's Strawweight,2-4-0
Shamil Abdurakhimov,931.8699493077112,Heavyweight,5-6-0
Dustin Ortiz,931.7575700970459,Flyweight,8-6-0
Amir Sadollah,931.2961548406112,Welterweight,6-5-0
Terry Etim,931.2439209778597,Lightweight,6-5-0
Ray Borg,931.150259486305,Bantamweight,7-5-0
Dustin Hazelett,930.843290498696,Lightweight,5-5-0
Brian Stann,930.7231451429036,Light Heavyweight,6-5-0
Kyle Noke,930.0926772700657,Welterweight,6-6-0
Kennedy Nzechukwu,929.9645160155828,Heavyweight,8-6-0
Chris Cariaso,928.4343371308573,Flyweight,7-6-0
Matthew Semelsberger,928.3581272455316,Welterweight,5-6-0
Frankie Saenz,928.1366097272422,Bantamweight,5-5-0
Billy Quarantillo,927.8720630985207,Featherweight,6-5-0
Mark Bocek,927.2086392503961,Lightweight,8-5-0
Jocelyn Jones-Lybarger,926.4825911153764,Women's Strawweight,0-3-0
Diego Ferreira,926.3608424667659,Lightweight,10-7-0
Elizabeth Phillips,926.3480066745163,Women's Bantamweight,1-3-0
Dan Hooker,926.313557958433,Lightweight,14-8-0
Kyle Kingsbury,926.1815069101721,Light Heavyweight,4-5-0
Shanna Young,926.0287294969315,Women's Flyweight,1-3-0
Joaquim Silva,925.5158402250912,Lightweight,7-5-0
Jessica Aguilar,925.4820689115849,Women's Strawweight,1-4-0
Ramona Pascual,925.4596871789905,Women's Bantamweight,0-3-0
Roosevelt Roberts,925.1509548584833,Lightweight,4-5-1
Jodie Esquibel,925.0104599808403,Women's Strawweight,0-4-0
Miles Johns,924.9694250627756,Bantamweight,6-5-1
Damon Jackson,924.8407624036953,Lightweight,6-6-2
Hannah Goldy,924.494461861414,Women's Strawweight,1-4-0
Ricardo Almeida,924.2920316025912,Welterweight,6-5-0
Talita Bernardo,924.2718240202416,Women's Bantamweight,1-3-0
Vanessa Melo,924.1736180592442,Women's Bantamweight,1-3-0
Angela Magana,923.9832000000001,Women's Strawweight,0-3-0
Rayanne dos Santos,923.9832000000001,Women's Strawweight,0-3-0
Rob Font,923.6833224472412,Bantamweight,12-8-0
Kalindra Faria,923.4174959999999,Women's Flyweight,0-3-0
Silvana Gomez Juarez,923.3712935360575,Women's Strawweight,1-3-0
Thales Leites,923.2852618670121,Middleweight,13-8-0
Victoria Leonardo,923.0164086690419,Women's Flyweight,1-4-0
Alexander Gustafsson,922.977503817954,Light Heavyweight,10-8-0
Gloria de Paula,922.5102662553862,Women's Strawweight,1-3-0
Brogan Walker,922.09752,Women's Flyweight,0-3-0
Daron Cruickshank,921.5746462856654,Lightweight,6-6-1
Alistair Overeem,920.8730606306837,Heavyweight,12-8-0
Andrew Sanchez,920.5059965514884,Middleweight,5-5-0
Liang Na,920.2865061454465,Women's Flyweight,0-4-0
Song Kenan,919.7456716261185,Welterweight,6-5-0
Bill Algeo,919.5996134922214,Featherweight,5-5-0
Brendan Schaub,919.5657039965024,Heavyweight,6-5-0
John Moraga,919.3030848111243,Flyweight,8-6-0
Matt Frevola,918.7738776406413,Lightweight,5-6-1
Brad Katona,918.5243207385497,Bantamweight,4-5-0
Charles Johnson,918.3656038116619,Flyweight,7-5-0
Nate Landwehr,917.7787100100461,Featherweight,5-5-0
Rich Clementi,916.7259678023088,Lightweight,5-5-0
Lorenz Larkin,916.6978450664068,Welterweight,5-5-0
Pete Williams,916.1841599237933,Heavyweight,3-5-0
Karl Roberson,914.0960802489575,Light Heavyweight,4-6-0
Luiz Cane,914.072591823724,Middleweight,4-5-0
Dennis Bermudez,913.7737895700327,Lightweight,10-7-0
Douglas Silva de Andrade,913.6978373503833,Bantamweight,7-6-0
Alex Garcia,913.637368956021,Welterweight,5-5-0
Tonya Evinger,913.4639634807091,Women's Bantamweight,0-3-0
Ivan Menjivar,912.9289990181401,Featherweight,4-5-0
Duane Ludwig,912.8597918520312,Welterweight,4-5-0
Daniel Omielanczuk,912.7320017101661,Heavyweight,4-5-0
Yves Jabouin,912.176231132765,Bantamweight,5-5-0
Jake Matthews,912.0499803109115,Welterweight,15-8-0
Russell Doane,911.9699819804929,Bantamweight,3-5-0
Andre Ewell,911.5120352610244,Featherweight,4-5-0
David Branch,911.121800815752,Middleweight,4-5-0
Erik Koch,910.7037198885685,Welterweight,5-5-0
Rick Story,910.0273063533252,Welterweight,12-7-0
Tom Lawlor,909.79512689977,Light Heavyweight,6-5-0
Jack Hermansson,909.6890193541232,Middleweight,11-7-0
Jussier Formiga,909.3073990638359,Flyweight,9-7-0
Tanner Boser,908.9667649492853,Light Heavyweight,5-5-0
Hatsu Hioki,908.8847405533389,Featherweight,3-5-0
Tyson Pedro,908.850364157146,Light Heavyweight,6-5-0
Joey Beltran,908.5827334136845,Light Heavyweight,3-6-1
Li Jingliang,908.2326524955179,Welterweight,11-7-0
Ramsey Nijem,908.1205750032778,Lightweight,5-5-0
Greg Hardy,907.8759321506116,Heavyweight,4-5-1
Damir Hadzovic,906.6236620550137,Lightweight,4-6-0
Julian Marquez,906.431972079775,Middleweight,3-5-0
Kenny Robertson,905.6409908484122,Welterweight,4-5-0
Marvin Vettori,905.5644586860759,Middleweight,9-7-1
Justin Scoggins,905.329710538548,Flyweight,4-5-0
Alexa Grasso,905.2444671478281,Women's Flyweight,8-5-1
Michael Chandler,904.9256135082986,Lightweight,2-5-0
Dennis Siver,904.6075263885551,Featherweight,12-8-1
Hacran Dias,904.4038480350414,Lightweight,3-5-0
Calvin Kattar,904.024586924144,Featherweight,7-8-0
Tai Tuivasa,903.406292451972,Heavyweight,8-8-0
Blagoy Ivanov,903.2522025378635,Heavyweight,3-5-0
Jamie Varner,903.216116536053,Lightweight,3-6-0
Travis Browne,903.0340521254406,Heavyweight,9-7-1
Felipe Arantes,902.8675184742215,Bantamweight,5-6-1
Carla Esparza,902.4249135218226,Women's Strawweight,10-6-0
Jamie Mullarkey,902.4167102243736,Lightweight,6-6-0
Francisco Rivera,902.3258820280154,Bantamweight,4-6-1
Teruto Ishihara,902.0222863824815,Bantamweight,3-5-1
Ricky Glenn,900.2108160748221,Welterweight,4-6-1
Fabio Maldonado,899.5107363527029,Light Heavyweight,5-6-0
Mirko Filipovic,899.4723072385254,Heavyweight,5-6-0
Godofredo Pepey,899.2455551981692,Featherweight,5-6-0
Andre Fialho,898.352878567244,Welterweight,2-5-0
Maximo Blanco,898.276279116573,Featherweight,4-5-0
Tamdan McCrory,897.9130171108695,Middleweight,4-5-0
James Irvin,897.8790509263265,Light Heavyweight,4-6-0
Jack Marshman,897.7157928763291,Middleweight,3-5-0
Dwight Grant,897.4472348102599,Middleweight,3-5-0
Warlley Alves,897.158132475785,Middleweight,8-8-0
Eric Spicely,896.9269244813612,Middleweight,2-5-0
Jonathan Goulet,896.7113672740367,Welterweight,4-5-0
Roan Carneiro,896.1252502502914,Welterweight,4-5-0
Raquel Pennington,896.1074830457499,Women's Bantamweight,13-6-0
Luigi Fioravanti,895.7545410905125,Welterweight,4-5-0
Peter Sobotta,895.3377136250066,Welterweight,4-6-0
Takashi Sato,895.30417180853,Welterweight,2-5-0
Dennis Hallman,894.847813130383,Lightweight,4-5-0
Elvis Sinosic,894.8406382144802,Light Heavyweight,1-6-0
Yoshihiro Akiyama,894.629913896947,Welterweight,2-5-0
Jon Tuck,894.1297754533992,Lightweight,4-5-0
Shane Young,894.0684094314335,Featherweight,2-5-0
Luke Sanders,894.0231402603897,Featherweight,3-5-0
Paul Taylor,893.604096,Lightweight,4-5-0
Dalcha Lungiambula,893.604096,Middleweight,2-5-0
Eric Schafer,893.5076258388193,Middleweight,3-6-0
Mike Massenzio,893.3643201951088,Middleweight,2-5-0
Joe Stevenson,892.8704625473902,Featherweight,8-8-0
Pete Sell,892.7984070603828,Welterweight,2-5-0
Andrei Arlovski,892.7719962717418,Heavyweight,23-18-1
Yuta Sasaki,892.746158080718,Flyweight,4-5-0
Drew McFedries,892.6252615237927,Middleweight,4-5-0
Cody Brundage,892.5081803079665,Light Heavyweight,5-6-2
Matt Wiman,892.4429720317727,Lightweight,10-8-0
Steve Cantwell,892.3799808000001,Middleweight,1-5-0
Johnny Eduardo,892.3270788248884,Bantamweight,3-5-0
John Dodson,891.7582110841524,Bantamweight,10-7-0
Joe Soto,891.5940823281853,Bantamweight,3-5-0
Caol Uno,891.5609940414195,Lightweight,3-5-2
Jorge Santiago,891.3090467036617,Welterweight,1-5-0
Viacheslav Borshchev,891.0680981838092,Lightweight,3-6-1
Jordan Wright,890.7325212736731,Light Heavyweight,2-5-0
Forrest Petz,890.5943651753241,Welterweight,2-5-0
Alexander Yakovlev,890.2728867697147,Lightweight,3-6-0
Urijah Faber,890.2695216999058,Bantamweight,11-7-0
Sean Spencer,889.8688369082739,Welterweight,3-5-0
Alex White,889.8586638087742,Lightweight,4-6-0
Dusko Todorovic,889.6468779480147,Middleweight,4-6-0
Dong Hyun Ma,889.3877903135481,Lightweight,3-5-0
CJ Vergara,889.3132000106909,Flyweight,3-5-0
Chael Sonnen,888.9604203673265,Light Heavyweight,7-7-0
Kyle Nelson,888.9515734982621,Lightweight,5-5-1
Mark De La Rosa,888.2843978000654,Bantamweight,2-5-0
Tyson Nam,887.9065133533771,Flyweight,3-5-0
Justin Tafa,887.4877136289518,Heavyweight,4-5-1
DaMarques Johnson,887.4465496378814,Catch Weight,4-6-0
Ilir Latifi,887.1902954555309,Heavyweight,9-7-0
Gilbert Melendez,887.1857422501371,Featherweight,1-6-0
Spencer Fisher,887.0314036237268,Lightweight,9-8-0
Ben Rothwell,886.9540208469299,Heavyweight,9-8-0
Misha Cirkunov,884.8286430694834,Light Heavyweight,6-7-0
Jose Aldo,884.5850053255532,Featherweight,14-9-0
Khalil Rountree Jr.,884.3657534176253,Light Heavyweight,10-7-1
Matt Serra,884.1989079857638,Welterweight,7-7-0
Ryan Benoit,884.1676893858371,Flyweight,3-6-0
Alexander Hernandez,883.2587096758266,Lightweight,10-7-0
Anthony Njokuani,883.2281401606666,Lightweight,3-5-0
Frank Trigg,882.910220340028,Welterweight,2-5-0
Rafael Natal,882.6682938327023,Middleweight,9-7-1
Brandon Vera,882.665603583523,Heavyweight,8-7-1
Wellington Turman,881.9479803265355,Welterweight,3-6-0
Aleksei Oleinik,881.8033670383883,Heavyweight,9-8-0
Mitch Clarke,880.5832439713084,Lightweight,2-5-0
Tom Watson,880.1114166229997,Middleweight,2-5-0
Steven Peterson,879.9437836745435,Featherweight,3-5-0
Kyle Bochniak,879.9398587940854,Featherweight,2-5-0
Cody Stamann,879.749491313623,Bantamweight,7-7-1
Malcolm Gordon,879.5023637870811,Flyweight,2-5-0
Jared Hamman,878.9706045736384,Middleweight,2-5-0
Markus Perez,878.9011647334954,Middleweight,2-5-0
Mark Hunt,878.8830305928483,Heavyweight,8-8-2
Sean O'Connell,878.7075739122863,Light Heavyweight,2-5-0
